	Date	Algerian dinar(DZD)	Australian dollar(AUD)	Botswana pula(BWP)	Brazilian real(BRL)	Brunei dollar(BND)	Canadian dollar(CAD)	Chilean peso(CLP)	Chinese yuan(CNY)	Czech koruna(CZK)	Danish krone(DKK)	Euro(EUR)	Indian rupee(INR)	Israeli New Shekel(ILS)	Japanese yen(JPY)	Korean won(KRW)	Kuwaiti dinar(KWD)	Malaysian ringgit(MYR)	Mauritian rupee(MUR)	Mexican peso(MXN)	New Zealand dollar(NZD)	Norwegian krone(NOK)	Omani rial(OMR)	Peruvian sol(PEN)	Philippine peso(PHP)	Polish zloty(PLN)	Qatari riyal(QAR)	Russian ruble(RUB)	Saudi Arabian riyal(SAR)	Singapore dollar(SGD)	South African rand(ZAR)	Swedish krona(SEK)	Swiss franc(CHF)	Thai baht(THB)	Trinidadian dollar(TTD)	U.A.E. dirham(AED)	U.K. pound(GBP)	U.S. dollar(USD)	Uruguayan peso(UYU)	
	19-Sep-2022		0.6694  	0.0762  	5.2361  	1.4073  	1.3288  		7.0184  	24.52  	7.4447  	0.999  	79.6657  	3.449  		1394.2  	0.3086  	4.5455  	44.9653  	19.9943  	0.598  	10.2929  	0.3845  	3.862  	57.363  	4.7255  	3.64  	60.1662  	3.75  	1.4073  	17.67495  	10.8168  	0.9657  	36.937  	6.7633  	3.6725  		1  	40.983  	
	20-Sep-2022		0.672  	0.0763  	5.1699  	1.4066  	1.3345  	922.6  	7.0089  	24.594  	7.4472  	0.9986  	79.6778  	3.439  	143.23  	1390.1  	0.3085  	4.554  	44.8868  	20  	0.594  	10.2874  	0.3845  	3.877  	57.363  	4.7118  	3.64  	60.0158  	3.75  	1.4066  		10.7452  	0.9655  	36.928  	6.7749  	3.6725  	1.14395  	1  	40.941  	
	21-Sep-2022	140.6738  	0.6667  	0.076  	5.1686  	1.4116  	1.3397  	928.25  	7.0526  	24.87  	7.507  	0.9906  	79.9226  	3.464  	143.7  	1389.1  	0.3088  	4.566  	44.6419  	20.0027  	0.5895  	10.3834  	0.3845  	3.894  	57.42  	4.7919  	3.64  	60.8685  	3.75  	1.4116  	17.6537  	10.9761  	0.96395  	37.145  	6.7781  	3.6725  	1.1342  	1  	40.838  	
	22-Sep-2022	140.4358  		0.0757  	5.1671  	1.4207  	1.348  	938.82  	7.0924  	24.944  	7.5238  	0.9884  	80.7246  	3.474  	144.45  	1393.6  	0.30955  	4.5695  	44.4007  	19.9608  	0.58245  	10.3551  	0.3845  	3.903  	57.89  	4.8343  	3.64  	59.8318  	3.75  	1.4207  	17.5542  	11.075  	0.9809  	37.358  	6.7766  	3.6725  	1.1295  	1  	40.626  	
	23-Sep-2022	140.532  	0.6624  	0.076  	5.2251  	1.4202  	1.357  	943.07  	7.107  	25.274  	7.6241  	0.9754  	80.9165  	3.489  		1408  		4.57  	44.3123  	20.1627  	0.58455  	10.4916  		3.906  	58.406  	4.8796  		58.1006  		1.4202  	17.82595  	11.1398  	0.9827  	37.335  	6.7779  		1.1031  	1  	40.865  	
	26-Sep-2022	140.6064  	0.6497  	0.076  	5.3542  	1.4356  	1.3716  	965.18  	7.153  	25.534  	7.7094  	0.9646  	81.575  		144  	1408.4  	0.31055  	4.598  	44.4636  	20.3517  		10.7386  	0.3845  	3.928  		4.9113  	3.64  	57.999  	3.75  	1.4356  	18.07735  	11.2909  	0.9903  	37.783  	6.787  	3.6725  	1.07245  	1  	41.176  	
	27-Sep-2022	141.8732  	0.6501  	0.075  	5.3502  	1.4354  	1.3726  	987.07  	7.1521  	25.565  	7.7111  	0.9644  	81.372  		144.45  	1429.7  	0.31055  	4.6115  	44.567  	20.357  	0.56875  	10.7293  	0.3845  	3.943  	58.349  	4.9476  	3.64  	58.1756  	3.75  	1.4354  	17.8895  	11.2394  	0.98705  	37.923  	6.7717  	3.6725  	1.08025  	1  	41.251  	
	28-Sep-2022	142.4269  	0.6386  	0.0745  	5.3588  	1.4471  	1.366  	982.83  	7.2393  		7.775  	0.9565  	81.9005  	3.536  	144.66  	1427.2  	0.3108  	4.619  	44.7441  	20.3058  	0.5623  	10.9332  		3.947  	58.904  	5.0381  	3.64  	58.4485  	3.75  	1.4471  		11.4328  	0.98945  	38.162  	6.7614  	3.6725  	1.0654  	1  	41.333  	
	29-Sep-2022	140.6655  	0.6466  	0.0748  	5.391  	1.4387  	1.3707  	971.14  	7.206  	25.44  	7.6618  	0.9706  	81.8633  	3.536  	144.35  	1436.5  		4.646  	44.7824  	20.1927  	0.57025  	10.7684  	0.3845  	3.965  	58.99  	5.0328  	3.64  		3.75  	1.4387  		11.3539  	0.9791  	38.121  	6.7488  		1.08325  	1  	41.59  	
	30-Sep-2022	140.7248  	0.6502  		5.406  	1.434  		966  	7.0958  	25.181  	7.6287  	0.9748  	81.5522  	3.543  	144.74  	1434.8  		4.641  	44.8616  	20.0925  	0.5733  	10.8574  	0.3845  	3.978  	58.91  	4.9533  		55.2987  		1.434  	17.9842  	11.1227  	0.9795  	37.915  	6.733  		1.1066  	1  	41.736  	
	03-Oct-2022	140.486  		0.0751  	5.1996  	1.4359  	1.3662  	960.24  		25.12  	7.6163  	0.9764  	81.7417  	3.583  	144.85  		0.30985  	4.6495  	44.8966  	20.0008  	0.5625  	10.8209  	0.3845  	3.963  	58.646  	4.9207  	3.64  	57.5664  	3.75  	1.4359  	18.00235  	11.0869  	0.98995  	38.012  			1.11995  	1  	41.212  	
	04-Oct-2022	140.1207  	0.6474  	0.0758  	5.1405  	1.4293  	1.3574  	955.42  		24.818  	7.5194  	0.9891  	81.4267  		144.7  	1432.1  	0.3097  	4.645  	44.8747  	19.9698  	0.5714  	10.6071  	0.3845  	3.948  	58.877  	4.8615  	3.64  	58.7913  	3.75  	1.4293  	17.7456  	10.9065  	0.98765  	37.73  	6.7224  		1.1348  	1  	40.957  	
	05-Oct-2022	140.1858  	0.6489  	0.0762  	5.2138  	1.424  	1.3641  	931.12  		24.754  	7.5026  	0.9915  			143.93  	1431.2  	0.3092  	4.638  	44.9768  	20.1267  	0.5748  	10.5757  	0.3845  	3.96  	58.856  	4.838  	3.64  	59.4043  	3.75  	1.424  	17.7862  	10.886  	0.9829  	37.402  	6.762  	3.6725  	1.1368  	1  	40.981  	
	06-Oct-2022	140.2715  	0.6535  	0.0758  	5.2002  	1.422  		942.02  		24.828  	7.5446  	0.986  	81.7044  	3.538  	144.58  	1419.1  	0.3094  	4.6305  	45.137  	20.1087  	0.57735  	10.5759  	0.3845  		58.624  	4.8989  	3.64  	60.2534  	3.75  	1.422  	17.82145  	10.9475  	0.98395  	37.25  		3.6725  	1.12605  	1  		
	07-Oct-2022	140.3668  	0.6405  	0.075  	5.2215  			943.92  		25.028  	7.5922  	0.9797  	82.4  	3.525  	145.02  	1404.2  		4.651  	45.033  	20.0502  	0.566  	10.6663  			58.624  	4.9588  		61.2475  		1.4291  	17.99205  	11.151  	0.99065  	37.422  			1.1196  	1  		
	11-Oct-2022	140.3055  	0.625  	0.0746  	5.2061  	1.4404  	1.3775  	945.06  	7.1853  	25.235  	7.6509  	0.9723  	82.3901  	3.58  	145.73  	1410.3  	0.31035  	4.672  	44.8796  	19.9652  	0.558  	10.7205  	0.3845  	3.968  	58.994  	5.0171  	3.64  	63.684  	3.75  	1.4404  		11.2969  	0.997  	38.123  	6.7726  	3.6725  	1.10685  	1  	41.086  	
	12-Oct-2022	140.3287  	0.6271  	0.0747  		1.4397  	1.3802  	933.88  	7.1707  	25.303  	7.6653  	0.9706  	82.2411  	3.565  	146.18  	1433.5  	0.31035  	4.685  	44.4433  	20.0352  	0.5583  	10.73  	0.3845  	3.981  	58.955  	5.0014  	3.64  	63.7559  	3.75  	1.4397  	18.23145  	11.3421  	0.9953  	38.143  	6.7456  	3.6725  	1.1081  	1  	41.131  	
	13-Oct-2022	140.3003  	0.6275  	0.0743  	5.3011  	1.4336  	1.3806  	933.14  	7.1903  	25.231  	7.6378  	0.9739  	82.4013  	3.576  	146.85  	1430.4  	0.31035  	4.688  	44.3885  	20.0398  	0.5619  	10.6299  	0.3845  	3.982  	58.962  	4.9905  	3.64  	63.4917  	3.75  	1.4336  	18.2505  	11.3642  	0.9987  		6.7373  	3.6725  	1.1155  	1  	41.248  	
	14-Oct-2022	140.1807  	0.6327  	0.0747  	5.2818  	1.422  	1.3856  	944.75  	7.1815  	25.298  	7.6544  	0.9717  	82.3877  	3.547  	147.37  	1427  		4.698  	44.2886  	20.0838  	0.5655  					4.9569  		63.0558  		1.422  	18.21465  	11.2693  	1.0029  		6.7327  		1.1246  	1  	41.2  	
	17-Oct-2022	140.2855  	0.623  	0.0744  	5.2707  	1.4269  	1.373  	950.72  	7.2021  	25.226  	7.6372  	0.9739  	82.4047  		148.58  	1428.9  	0.31035  	4.717  	44.4544  	19.9913  	0.5558  	10.6192  	0.3845  	3.977  	58.931  	4.9522  	3.64  	61.7634  	3.75  	1.4269  	18.13355  	11.2992  	1.002  	38.176  	6.7304  	3.6725  	1.12815  	1  	41.205  	
	18-Oct-2022	140.1392  	0.6322  	0.075  	5.2691  	1.4186  	1.3756  	967.73  	7.1901  	25.013  	7.5641  	0.9835  	82.2279  	3.533  	148.9  	1436.6  	0.30985  	4.718  	44.3694  	20.0207  	0.5666  	10.5265  	0.3845  	3.973  	58.993  	4.8929  	3.64  	61.7032  	3.75  	1.4186  	18.1056  	11.1111  	0.9974  	38.08  	6.7301  	3.6725  	1.12605  	1  	41.288  	
	19-Oct-2022	140.2384  	0.6312  	0.0747  	5.2802  	1.4208  	1.3779  	972.03  	7.218  	25.123  	7.6079  	0.9778  	82.3735  	3.541  	149.18  	1425.6  	0.30995  	4.721  	44.5011  	20.1272  	0.56965  	10.618  	0.3845  	3.981  	58.93  	4.8892  	3.64  	61.5905  	3.75  	1.4208  	18.23775  	11.126  	1.00285  	38.107  	6.7329  	3.6725  	1.1256  	1  	41.24  	
	20-Oct-2022	140.3975  	0.6254  	0.0743  	5.217  	1.4272  	1.3729  	978.06  	7.2332  	24.977  	7.5822  	0.9811  	83.2042  	3.551  	149.93  	1420.6  	0.3103  	4.7285  	44.7672  	20.0448  	0.56595  	10.6024  	0.3845  	3.973  	58.887  	4.9024  	3.64  	61.5018  	3.75  	1.4272  	18.2507  	11.2021  	1.0036  	38.311  	6.7384  	3.6725  	1.1215  	1  	41.204  	
	21-Oct-2022	140.3508  	0.6265  	0.0741  	5.1913  	1.4266  	1.3713  	972.08  	7.2476  	25.206  	7.6446  	0.973  	82.8619  	3.56  	150.38  	1431.7  		4.7375  	44.9786  	19.9647  	0.5663  	10.721  		3.979  	58.986  	4.9  		61.1958  		1.4266  	18.45325  	11.2637  	1.0112  	38.339  	6.7439  		1.11255  	1  	41.214  	
	24-Oct-2022	140.078  	0.6346  	0.0747  	5.2738  		1.3722  	978.49  	7.2586  	24.853  	7.551  	0.9851  		3.557  	146  	1436.6  	0.30995  			19.9535  		10.5492  	0.3845  	3.994  	58.83  	4.8669  	3.64  	61.1629  	3.75  		18.33195  	11.2349  	1.0022  			3.6725  	1.13045  	1  	41.203  	
	25-Oct-2022	140.118  	0.6325  	0.0741  	5.3085  	1.4214  	1.3638  	983.91  	7.3072  	24.817  	7.5436  	0.9861  	82.7626  	3.559  	149  	1436.6  	0.30985  	4.741  	44.7776  	19.8712  	0.5711  	10.5375  	0.3845  	3.992  	58.828  	4.8499  	3.64  	61.3326  	3.75  	1.4214  	18.47635  	11.1495  	1.00255  	38.229  	6.7687  	3.6725  	1.133  	1  	41.169  	
	26-Oct-2022	140.0837  	0.6403  	0.0748  	5.3242  	1.4156  	1.3565  	971.12  	7.2182  	24.469  	7.421  	1.0023  		3.501  	148.16  	1436.5  	0.3095  	4.726  	44.2928  	19.8553  	0.57315  	10.3171  	0.3845  	3.988  	58.824  	4.7538  		61.4277  	3.75  	1.4156  	17.99555  	10.9288  	0.9897  	37.917  	6.7556  	3.6725  	1.1566  	1  	40.976  	
	27-Oct-2022	140.1787  	0.6511  	0.0755  	5.2997  	1.4061  	1.3547  	953  	7.2334  	24.444  	7.4113  	1.0037  	82.3889  	3.525  	146.11  	1428.2  	0.3089  	4.7125  	44.0208  	19.8365  	0.58345  	10.3039  	0.3845  	3.976  	58.631  	4.7216  	3.64  	61.3589  	3.75  	1.4061  	18.08535  	10.8692  	0.99025  	37.76  	6.7403  	3.6725  	1.15615  	1  	40.765  	
	28-Oct-2022	140.4132  	0.6469  	0.0751  	5.3449  	1.4057  	1.3615  	945.31  	7.2476  		7.4789  	0.9951  	82.4092  	3.544  	146.6  	1418.1  		4.7215  	44.0289  	19.8303  	0.5819  	10.3201  		3.97  	58.288  	4.7477  		61.5343  		1.4057  	18.13255  	11.0038  	0.99525  	37.752  	6.7369  		1.1537  	1  	40.569  	
	31-Oct-2022	140.3259  	0.642  	0.0747  	5.2564  	1.4112  	1.3649  		7.2929  	24.697  	7.509  	0.9914  	82.3934  	3.53  	148.24  	1419.3  	0.30935  	4.7265  	44.078  	19.8245  	0.58085  	10.3922  	0.3845  	3.984  		4.734  	3.64  	61.6229  	3.75  	1.4112  	18.37895  	10.9919  	0.99985  	38.018  	6.7301  	3.6725  	1.15375  	1  	40.608  	
	01-Nov-2022		0.6423  	0.0746  	5.1494  	1.4137  	1.3614  		7.2741  	24.615  	7.4835  	0.9947  	82.7126  		148.73  	1422.2  	0.30965  	4.731  	44.1042  	19.7463  	0.58245  	10.2378  	0.3845  				3.64  	61.4275  	3.75  	1.4137  	18.086  	10.926  	0.99355  	37.903  	6.7436  	3.6725  	1.15585  	1  	40.532  	
	02-Nov-2022	140.3242  	0.6412  	0.0747  		1.4121  	1.363  	936.35  	7.2781  	24.735  	7.5122  	0.9908  	82.765  	3.54  	147.54  	1421.7  	0.30965  	4.741  			0.58435  	10.3339  	0.3845  	3.968  		4.7485  	3.64  	61.6175  	3.75  	1.4121  	18.086  	10.9882  	0.99615  	37.661  	6.7393  	3.6725  	1.1503  	1  		
	03-Nov-2022	140.3393  	0.6369  	0.0743  	5.1343  	1.4163  	1.3749  	937.79  	7.316  	25.162  	7.6318  	0.9753  	82.8835  	3.569  		1418  	0.3098  	4.746  	44.2312  	19.6673  	0.5818  	10.6165  	0.3845  	3.965  	58.224  	4.8291  	3.64  		3.75  	1.4163  	18.45615  	11.1763  	1.01365  	37.853  	6.7666  	3.6725  	1.1211  	1  	40.289  	
	04-Nov-2022	140.2087  	0.6348  	0.0742  	5.0354  	1.4172  	1.3517  	948.74  	7.2675  	24.737  	7.5384  	0.9872  	82.5287  	3.564  	148.25  	1422.1  		4.7465  	44.3062  	19.5202  	0.57715  	10.3342  		3.953  	58.661  	4.7975  				1.4172  	18.2825  	11.1428  	1.00605  	37.683  	6.7475  		1.1212  	1  	39.872  	
	07-Nov-2022	140.114  	0.643  	0.075  	5.088  	1.4078  	1.3493  	932.37  	7.2492  	24.317  	7.4445  	0.9993  	82.2112  	3.54  	147.02  	1422.4  	0.30955  	4.744  	44.6271  	19.4647  	0.5891  	10.2627  	0.3845  	3.949  	58.622  	4.6926  	3.64  	61.2367  	3.75  	1.4078  		10.8834  	0.98985  	37.407  	6.7709  	3.6725  	1.1446  	1  	39.9  	
	08-Nov-2022	140.1316  	0.6464  	0.0756  	5.1738  	1.4021  	1.3441  	919.58  	7.2583  	24.335  	7.4408  	0.9996  		3.532  	146.5  	1406.5  	0.3092  	4.7425  	44.6112  	19.4775  	0.5944  	10.2836  	0.3845  	3.924  	58.501  	4.6893  	3.64  	60.9774  	3.75  	1.4021  	17.8475  	10.8602  	0.9903  	37.337  	6.769  	3.6725  	1.1466  	1  	40.014  	
	09-Nov-2022	140.0817  	0.65  	0.0757  	5.1623  	1.3988  	1.348  	907.35  	7.2483  	24.253  	7.4093  	1.0039  	81.48  	3.543  	145.72  	1387.3  	0.30895  	4.718  	44.4783  	19.5887  	0.59505  	10.2819  	0.3845  	3.911  	58.292  	4.6817  	3.64  	61.0611  	3.75  	1.3988  	17.8094  	10.7401  	0.9826  	36.853  	6.7538  	3.6725  	1.14605  	1  	40.108  	
	10-Nov-2022	140.4647  	0.6419  	0.0755  	5.3058  	1.4021  	1.3378  	904.42  	7.2512  	24.475  	7.4725  	0.9954  	81.7421  	3.563  	146.33  	1368.3  	0.30915  	4.7058  	44.1546  	19.394  	0.5889  	10.4094  	0.3845  	3.866  	58.077  	4.7328  	3.64  	61.2434  	3.75  	1.4021  	17.8101  	10.8931  	0.98965  	36.884  	6.7607  	3.6725  	1.13745  	1  	40.056  	
	11-Nov-2022	140.0445  	0.6621  	0.0768  	5.3045  	1.3839  		893.54  	7.1069  	23.555  	7.2161  	1.0308  	80.6483  	3.451  	142.45  	1370.1  		4.642  	43.9203  	19.5353  	0.6005  	9.9568  			58.125  			60.2179  		1.3839  	17.2684  	10.5417  	0.9575  	36.004  	6.7422  		1.17605  	1  	39.978  	
	14-Nov-2022	139.2681  	0.6682  	0.0772  	5.3007  	1.3718  	1.3288  	887.46  	7.0375  	23.544  	7.2083  	1.0319  	81.2332  	3.438  	139.6  	1334.1  	0.3079  	4.586  	43.9784  	19.4015  	0.611  	9.9954  	0.3845  	3.856  	57.351  	4.5383  	3.64  	60.3982  	3.75  	1.3718  	17.31275  	10.3898  	0.94735  	35.81  	6.7558  	3.6725  	1.17675  	1  	39.849  	
	15-Nov-2022	138.2647  	0.6696  	0.0773  		1.3729  	1.329  	898.72  	7.0322  	23.379  	7.1499  	1.0404  	81.428  	3.435  	140.38  	1320.3  	0.3079  	4.5898  	43.9252  	19.3818  	0.609  	9.9548  	0.3845  		57.312  	4.5143  	3.64  	60.3116  	3.75  	1.3729  	17.235  	10.3678  	0.94045  	35.693  	6.7583  	3.6725  	1.1872  	1  	39.711  	
	16-Nov-2022	138.2233  	0.6744  	0.0772  	5.3198  	1.3737  	1.3311  	889.14  	7.0715  	23.394  	7.1443  	1.0412  	81.3354  	3.421  	139.53  	1322.4  	0.3078  	4.54  	43.945  	19.3137  	0.61375  	9.9573  	0.3845  	3.837  	57.349  	4.505  	3.64  	60.3484  	3.75  	1.3737  	17.2922  	10.4393  	0.94  	35.7  	6.7492  	3.6725  	1.1899  	1  	39.773  	
	17-Nov-2022	138.3709  	0.6708  	0.0772  	5.4649  	1.3729  	1.335  	895.68  	7.1232  		7.2084  	1.0319  	81.6335  	3.457  	139.44  	1325.6  	0.30765  	4.55  	43.8566  	19.4333  	0.614  	10.1735  	0.3845  	3.84  	57.436  	4.5387  	3.64  	60.3894  	3.75  	1.3729  	17.2469  	10.4847  	0.94845  	35.849  	6.7491  	3.6725  	1.1861  	1  	40.117  	
	18-Nov-2022	138.6306  	0.6704  	0.077  	5.3471  	1.3724  	1.3385  	920.86  	7.1241  	23.493  	7.1759  	1.0366  	81.6975  	3.477  	140.22  	1338.4  			43.8388  	19.493  	0.614  	10.1158  		3.827  	57.451  	4.5337  		60.3741  		1.3724  	17.389  	10.616  	0.95265  	35.838  	6.7647  		1.1912  	1  	39.801  	
	21-Nov-2022	139.1147  	0.6645  	0.0769  	5.3253  	1.3774  	1.3452  	929.3  	7.1647  	23.77  	7.2591  	1.0246  	81.7732  	3.464  	140.29  	1340  	0.308  	4.5595  	43.9256  		0.6145  	10.2379  	0.3845  	3.831  	57.347  	4.5991  	3.64  	60.7379  	3.75  	1.3774  		10.6953  	0.95795  	36.063  	6.7625  	3.6725  	1.1807  	1  	39.534  	
	22-Nov-2022	139.097  	0.6624  	0.0769  	5.3333  	1.3804  	1.3396  	947.06  	7.1579  	23.703  	7.2393  	1.0274  	81.7742  	3.475  	142.05  	1352.3  	0.30815  	4.577  	43.9106  	19.4667  	0.611  	10.166  		3.842  	57.314  	4.5844  	3.64  	60.6566  	3.75  	1.3804  		10.6838  	0.95485  	36.178  	6.7672  	3.6725  	1.18765  	1  	39.282  	
	23-Nov-2022	138.672  	0.6639  	0.0771  	5.3924  	1.38  	1.3392  	935.29  	7.1491  	23.591  	7.2029  	1.0325  	81.8165  	3.453  		1355.7  	0.30795  	4.574  	43.9259  	19.3683  	0.6165  	10.0396  	0.3845  	3.848  	57.394  	4.548  	3.64  	60.5043  	3.75  	1.38  		10.6211  	0.9512  	36.158  	6.7557  	3.6725  	1.19375  	1  	39.161  	
	28-Nov-2022	138.4358  	0.6693  	0.0774  	5.3791  	1.3772  	1.3453  	915.81  	7.1999  	23.279  	7.1076  	1.0463  	81.7545  	3.438  	139.06  	1326.8  			43.9988  	19.325  	0.6225  	9.9054  	0.3845  	3.851  	56.753  	4.4827  	3.64  	60.752  	3.75  	1.3772  	17.1143  	10.4171  	0.94275  	35.86  		3.6725  	1.20935  	1  	39.52  	
	29-Nov-2022	138.4889  	0.6706  	0.0776  	5.307  	1.3742  	1.3578  	916.36  	7.1649  	23.477  	7.1741  	1.0366  	81.7121  	3.431  	138.85  	1339  	0.3074  	4.506  	43.7558  	19.216  	0.6168  	9.9665  	0.3845  	3.84  	56.796  	4.5164  	3.64  	61.0742  	3.75  	1.3742  	17.0004  	10.5042  	0.94975  	35.634  	6.746  	3.6725  	1.20235  	1  	39.379  	
	30-Nov-2022	138.5775  	0.6698  	0.0778  	5.2935  	1.3722  	1.3508  	905.7  	7.1418  	23.434  	7.1671  	1.0376  	81.597  	3.441  	138.8  	1331.5  	0.30755  	4.475  	43.9425  	19.3965  	0.6208  	9.8928  	0.3845  	3.849  		4.5066  	3.64  	60.8803  	3.75  	1.3722  	16.9746  	10.5592  	0.94965  	35.35  	6.7265  	3.6725  	1.2011  	1  	39.392  	
	01-Dec-2022	138.2233  	0.6809  	0.0778  	5.1942  		1.3433  	894.82  	7.076  	23.304  	7.1143  	1.0454  	81.1512  	3.414  	136.25  	1320.1  	0.3071  	4.4075  	43.9584  	19.1433  	0.6321  	9.8044  		3.827  	56.598  	4.4911  	3.64  		3.75  		17.384  	10.4954  	0.9459  	34.989  	6.7421  		1.21665  	1  	39.072  	
	02-Dec-2022	138.0727  	0.6813  	0.0771  	5.1968  		1.3468  	885.77  	7.0426  	23.139  	7.0576  	1.0538  	81.1771  	3.379  	135.5  	1300.8  		4.3965  	43.7644  	19.3422  	0.63585  	9.7376  		3.826  	56.318  	4.4492  					17.5034  	10.3171  	0.93335  	34.774  	6.7543  		1.2278  	1  	39.199  	
	05-Dec-2022	138.0546  	0.6841  	0.0777  	5.2457  	1.3448  	1.3532  	881.87  	6.9628  	22.998  	7.0246  	1.0587  	81.5855  	3.386  	134.68  	1300.4  	0.30635  	4.367  	44.0699  	19.7567  	0.64075  	9.7635  	0.3845  	3.844  	55.983  	4.4415  	3.64  	62.1849  	3.75  	1.3448  	17.2587  	10.317  	0.93455  		6.7464  	3.6725  	1.22795  	1  	39.305  	
	06-Dec-2022	138.0845  	0.6731  	0.0771  	5.239  	1.3561  	1.3649  	886.26  	6.9941  	23.12  	7.073  	1.0516  	82.28  	3.408  	136.5  	1293.2  	0.30685  	4.3805  	43.7542  	19.803  	0.63345  	9.9285  	0.3845  	3.843  	55.822  	4.4787  	3.64  	62.9103  	3.75  	1.3561  	17.3461  	10.3972  	0.94025  	35.052  	6.7501  	3.6725  	1.2215  	1  	39.205  	
	07-Dec-2022	138.2442  	0.6692  	0.0772  	5.2202  	1.3584  	1.364  	884.74  	6.9802  	23.105  	7.0645  	1.0529  	82.5391  	3.445  	137.27  	1309  	0.307  	4.4055  	43.6995  	19.6977  	0.6316  	9.9967  	0.3845  	3.83  	56.018  	4.4834  	3.64  	62.9372  	3.75  	1.3584  	17.3465  	10.4198  	0.9426  	35.078  	6.7625  	3.6725  	1.21455  	1  	39.07  	
	08-Dec-2022	137.9368  	0.6716  	0.0778  	5.2085  	1.3571  	1.3582  		6.9704  	23.127  	7.0712  	1.0519  	82.2844  	3.441  	136.57  	1319.5  	0.3069  	4.406  	43.7254  	19.6732  	0.63405  	9.9705  	0.3845  			4.476  	3.64  	62.5722  	3.75  	1.3571  	17.2011  	10.3668  	0.94165  	34.799  	6.7452  	3.6725  	1.21735  	1  	39.029  	
	09-Dec-2022	137.6884  	0.6792  	0.0779  	5.239  	1.3505  	1.363  	878.58  	6.9494  	23.007  	7.0441  	1.0559  	82.2092  	3.42  	136.88  	1320.4  		4.3988  	43.8778  	19.8192  	0.63755  	9.9768  			55.611  	4.4351  		62.3813  		1.3505  	17.161  	10.3133  	0.93255  	34.784  	6.7392  		1.2265  	1  	38.873  	
	12-Dec-2022	137.8126  	0.6779  	0.0774  	5.306  	1.3552  	1.3658  	861.51  	6.9745  	23.016  	7.0421  	1.0562  	82.6425  	3.428  	136.77  	1306.6  	0.3068  	4.4185  	43.9099  		0.6387  	9.9932  	0.3845  	3.828  	55.27  	4.4424  	3.64  	62.7674  	3.75  	1.3552  	17.4977  	10.3482  	0.93185  		6.7446  	3.6725  	1.22765  	1  	38.81  	
	13-Dec-2022	137.7061  	0.6755  	0.0769  	5.2663  	1.3552  	1.3547  	860.03  	6.9783  	23.03  	7.0546  	1.0545  	82.7154  	3.433  	137.8  	1310  	0.3068  	4.4345  	43.704  	19.6458  	0.63945  	9.9269  	0.3845  	3.826  	55.55  	4.4527  	3.64  	63.212  	3.75  	1.3552  	17.6174  	10.3017  	0.93705  	34.784  	6.7504  	3.6725  	1.22915  	1  	38.683  	
	14-Dec-2022	137.3631  	0.6837  	0.0778  	5.34  	1.3483  	1.3561  	858.07  	6.9495  	22.798  	6.9858  	1.0649  	82.517  	3.41  	135.53  	1304.4  	0.3063  	4.415  	44.0408  	19.6955  	0.6445  	9.7305  	0.3845  	3.831  	55.815  	4.3973  	3.64  	63.359  	3.75  	1.3483  	17.1786  	10.2074  	0.92805  	34.614  	6.7499  	3.6725  	1.237  	1  	38.627  	
	15-Dec-2022	137.2271  	0.6824  	0.0779  	5.3177  	1.3487  	1.364  	862.85  	6.9642  	22.853  	7.0038  	1.0621  	82.4822  	3.425  	135.37  	1296  	0.3062  	4.4075  	43.9845  	19.7963  	0.64605  	9.7931  	0.3845  	3.841  	55.701  	4.41  	3.64  	64.3015  	3.75  	1.3487  	17.3492  	10.2432  	0.92785  	34.774  	6.7499  	3.6725  	1.2309  	1  	38.788  	
	16-Dec-2022	137.2863  	0.6706  	0.0773  	5.2801  	1.3564  	1.3687  	875.56  	6.9752  	22.846  	7.0043  	1.0619  	82.8184  	3.451  	137.63  	1301  		4.424  	43.7744  	19.7932  	0.6353  	9.8722  			55.742  	4.4227  		64.6078  		1.3564  		10.3476  	0.92955  	35.01  	6.768  		1.2191  	1  	38.848  	